Store,DayOfWeek,Date,Sales,Customers,Open,Promo,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,comp_bin,Year,Month,WeekOfYear,Day,Sales_lag1,Sales_lag7,Sales_roll7,CompSince,CompMonthsOpen,StoreType_b,StoreType_c,StoreType_d,Assortment_b,Assortment_c,StateHoliday_a,StateHoliday_b,StateHoliday_c
334,5,2013-03-15,4437,542,1,0,0,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",2000-5000,2013,3,11,15,4201.0,6737.0,4999.428571428572,2008-08-01,55.0,0,0,1,0,1,0,0,0
844,6,2014-06-07,2492,285,1,0,0,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2000-5000,2014,6,23,7,4190.0,5734.0,5180.714285714285,2012-09-01,21.0,0,0,0,0,0,0,0,0
391,5,2013-02-01,5871,763,1,0,0,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",<500,2013,2,5,1,5935.0,5531.0,4746.285714285715,2014-11-01,0.0,0,0,0,0,0,0,0,0
72,6,2013-12-28,2849,305,1,0,0,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2000-5000,2013,12,52,28,4605.0,7478.0,5671.428571428572,2009-12-01,48.0,0,0,0,0,0,0,0,0
294,2,2014-09-16,7024,962,1,1,0,3150.0,5.0,2005.0,0,0.0,0.0,0,2000-5000,2014,9,38,16,8056.0,5560.0,5099.857142857143,2005-05-01,112.0,0,0,0,0,0,0,0,0
242,3,2015-04-29,4841,416,1,1,0,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",>5000,2015,4,18,29,4981.0,2342.0,3620.0,2001-09-01,163.0,0,0,1,0,0,0,0,0
202,2,2015-04-21,4697,405,1,0,0,5140.0,5.0,2010.0,0,0.0,0.0,0,>5000,2015,4,17,21,5096.0,8229.0,6691.571428571428,2010-05-01,59.0,0,0,1,0,1,0,0,0
511,4,2015-03-12,4724,753,1,0,0,2060.0,9.0,2009.0,0,0.0,0.0,0,2000-5000,2015,3,11,12,5137.0,5786.0,5697.0,2009-09-01,66.0,0,0,0,0,0,0,0,0
867,4,2014-09-04,4779,439,1,1,0,21810.0,9.0,2012.0,0,0.0,0.0,0,>5000,2014,9,36,4,5067.0,4305.0,5118.857142857143,2012-09-01,24.0,0,0,1,0,1,0,0,0
993,2,2014-11-11,8143,786,1,1,0,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2000-5000,2014,11,46,11,9462.0,12124.0,9105.142857142857,2013-10-01,13.0,0,0,1,0,1,0,0,0
651,2,2015-06-02,8042,930,1,1,0,200.0,,,0,0.0,0.0,0,<500,2015,6,23,2,10355.0,7211.0,7897.714285714285,,0.0,0,0,0,0,0,0,0,0
339,2,2014-07-08,3100,462,1,0,0,2280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2000-5000,2014,7,28,8,5243.0,6697.0,5503.285714285715,,0.0,0,0,0,0,1,0,0,0
787,6,2014-09-27,6841,796,1,0,0,3210.0,6.0,2009.0,0,0.0,0.0,0,2000-5000,2014,9,39,27,8884.0,11143.0,8529.42857142857,2009-06-01,63.0,0,1,0,0,1,0,0,0
840,4,2015-07-02,7462,1167,1,1,0,1070.0,9.0,2009.0,0,0.0,0.0,0,500-2000,2015,7,27,2,7571.0,6090.0,6631.428571428572,2009-09-01,70.0,0,0,0,0,0,0,0,0
758,4,2015-07-16,5199,717,1,1,0,19780.0,6.0,2008.0,0,0.0,0.0,0,>5000,2015,7,29,16,6236.0,4499.0,5228.285714285715,2008-06-01,85.0,0,0,0,0,1,0,0,0
857,1,2015-02-09,6414,843,1,0,0,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec",>5000,2015,2,7,9,9137.0,10098.0,8668.0,2005-08-01,114.0,0,1,0,0,0,0,0,0
513,4,2014-11-06,17791,2014,1,1,0,400.0,8.0,2013.0,0,0.0,0.0,0,<500,2014,11,45,6,18853.0,14564.0,18027.571428571428,2013-08-01,15.0,0,0,0,0,0,0,0,0
802,5,2013-11-29,7248,538,1,0,0,910.0,,,1,22.0,2011.0,"Feb,May,Aug,Nov",500-2000,2013,11,48,29,6912.0,7573.0,6728.0,,0.0,0,0,0,0,1,0,0,0
782,2,2014-04-15,7391,589,1,1,1,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",>5000,2014,4,16,15,7457.0,4775.0,5362.142857142857,2003-08-01,128.0,0,1,0,0,1,0,0,0
210,2,2014-12-30,3458,377,1,0,1,970.0,11.0,1999.0,1,5.0,2013.0,"Feb,May,Aug,Nov",500-2000,2014,12,1,30,3019.0,5655.0,4129.142857142857,1999-11-01,181.0,0,0,1,0,0,0,0,0
424,6,2013-08-24,5122,549,1,0,0,1250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",500-2000,2013,8,34,24,4508.0,5734.0,4715.571428571428,,0.0,0,0,1,0,1,0,0,0
241,3,2014-02-19,5686,671,1,1,0,780.0,,,0,0.0,0.0,0,500-2000,2014,2,8,19,7572.0,5447.0,6488.142857142857,,0.0,0,0,1,0,1,0,0,0
931,5,2014-11-28,4536,466,1,1,0,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",500-2000,2014,11,48,28,4807.0,3674.0,3852.285714285714,2011-09-01,38.0,0,0,0,0,1,0,0,0
951,5,2015-03-06,9004,824,1,1,0,710.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",500-2000,2015,3,10,6,8368.0,6862.0,8920.857142857143,,0.0,0,0,1,0,1,0,0,0
273,1,2014-01-20,11639,964,1,1,0,8480.0,,,0,0.0,0.0,0,>5000,2014,1,4,20,5317.0,5760.0,5202.428571428572,,0.0,0,0,0,0,1,0,0,0
101,3,2015-02-11,5914,679,1,0,0,2440.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2000-5000,2015,2,7,11,6174.0,8490.0,7559.714285714285,,0.0,0,0,1,0,1,0,0,0
67,2,2013-02-19,9758,943,1,1,0,410.0,2.0,2006.0,0,0.0,0.0,0,<500,2013,2,8,19,11372.0,6895.0,6604.428571428572,2006-02-01,84.0,0,0,0,0,1,0,0,0
5,1,2014-08-18,7521,714,1,1,1,29910.0,4.0,2015.0,0,0.0,0.0,0,>5000,2014,8,34,18,1998.0,1711.0,3409.8571428571427,2015-04-01,0.0,0,0,0,0,0,0,0,0
861,2,2013-12-17,6658,783,1,1,0,740.0,,,1,14.0,2013.0,"Mar,Jun,Sept,Dec",500-2000,2013,12,51,17,7377.0,3721.0,4232.571428571428,,0.0,0,1,0,0,1,0,0,0
465,3,2015-02-11,5577,496,1,0,0,10890.0,4.0,2005.0,0,0.0,0.0,0,>5000,2015,2,7,11,5022.0,8827.0,7664.571428571428,2005-04-01,118.0,0,0,1,0,1,0,0,0
200,5,2013-09-06,6944,871,1,0,0,1650.0,10.0,2000.0,0,0.0,0.0,0,500-2000,2013,9,36,6,5601.0,7401.0,7334.285714285715,2000-10-01,155.0,0,0,0,0,0,0,0,0
161,5,2013-05-31,11684,1155,1,1,0,2970.0,3.0,2005.0,0,0.0,0.0,0,2000-5000,2013,5,22,31,7789.0,5791.0,6808.714285714285,2005-03-01,98.0,0,0,0,0,1,0,0,0
136,4,2013-11-21,6157,469,1,1,0,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2000-5000,2013,11,47,21,6810.0,4704.0,6281.857142857143,2010-12-01,35.0,0,0,0,0,1,0,0,0
774,1,2014-07-07,6064,844,1,0,0,640.0,9.0,2013.0,0,0.0,0.0,0,500-2000,2014,7,28,7,3799.0,4103.0,5974.428571428572,2013-09-01,10.0,0,0,0,0,1,0,0,0
602,1,2013-08-19,5301,659,1,0,0,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2000-5000,2013,8,34,19,4043.0,4071.0,6159.714285714285,2001-07-01,145.0,0,0,0,0,0,0,0,0
1040,1,2014-12-08,8164,855,1,0,0,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2000-5000,2014,12,50,8,7917.0,9403.0,11161.57142857143,2013-02-01,22.0,0,0,0,0,0,0,0,0
897,2,2014-03-04,3420,330,1,1,0,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2000-5000,2014,3,10,4,4508.0,1924.0,2897.5714285714284,2007-01-01,86.0,0,1,0,0,1,0,0,0
1053,6,2015-05-09,6645,833,1,0,0,1710.0,7.0,2015.0,0,0.0,0.0,0,500-2000,2015,5,19,9,9811.0,14754.0,11131.142857142857,2015-07-01,0.0,0,0,0,0,0,0,0,0
512,6,2013-03-02,3908,1032,1,0,0,590.0,,,1,5.0,2013.0,"Mar,Jun,Sept,Dec",500-2000,2013,3,9,2,5782.0,3892.0,4620.142857142857,,0.0,1,0,0,1,0,0,0,0
92,6,2013-12-07,5942,560,1,0,0,240.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",<500,2013,12,49,7,6062.0,5816.0,7234.142857142857,,0.0,0,1,0,0,0,0,0,0
1066,2,2013-11-05,12160,1193,1,1,0,3350.0,,,0,0.0,0.0,0,2000-5000,2013,11,45,5,14398.0,9609.0,11028.0,,0.0,0,0,0,0,0,0,0,0
552,4,2013-02-14,5592,619,1,0,0,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2000-5000,2013,2,7,14,6084.0,9757.0,6796.285714285715,2008-07-01,55.0,0,0,0,0,0,0,0,0
169,6,2013-08-03,6895,753,1,0,0,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",500-2000,2013,8,31,3,8233.0,7340.0,8888.142857142857,2014-07-01,0.0,0,0,1,0,0,0,0,0
1100,3,2014-10-15,3595,523,1,0,1,540.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",500-2000,2014,10,42,15,3718.0,6594.0,5059.285714285715,,0.0,0,0,0,0,0,0,0,0
28,6,2014-10-18,2478,303,1,0,0,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",500-2000,2014,10,42,18,5050.0,6382.0,4694.714285714285,2014-10-01,0.0,0,0,0,0,0,0,0,0
549,6,2014-10-18,3786,392,1,0,0,2330.0,,,0,0.0,0.0,0,2000-5000,2014,10,42,18,4633.0,6079.0,4350.428571428572,,0.0,0,0,0,0,1,0,0,0
70,4,2014-05-08,7683,767,1,1,0,4840.0,,,0,0.0,0.0,0,2000-5000,2014,5,19,8,7435.0,7901.0,8480.0,,0.0,0,1,0,0,1,0,0,0
119,2,2014-05-06,7369,779,1,1,0,2100.0,2.0,2010.0,0,0.0,0.0,0,2000-5000,2014,5,19,6,8702.0,3939.0,7000.428571428572,2010-02-01,51.0,0,0,0,0,1,0,0,0
434,2,2013-05-21,9010,706,1,0,1,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",>5000,2013,5,21,21,10637.0,11844.0,10545.57142857143,2003-08-01,117.0,0,0,0,0,0,0,0,0
697,4,2015-02-12,8900,929,1,0,0,3780.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2000-5000,2015,2,7,12,8759.0,11550.0,10228.857142857143,,0.0,0,0,1,0,0,0,0,0
723,4,2013-02-14,4825,447,1,0,0,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",>5000,2013,2,7,14,4144.0,5740.0,5189.571428571428,2008-09-01,53.0,0,0,1,0,1,0,0,0
159,1,2013-07-15,13315,961,1,1,0,8530.0,3.0,2013.0,0,0.0,0.0,0,>5000,2013,7,29,15,6212.0,7003.0,6357.428571428572,2013-03-01,4.0,0,0,1,0,0,0,0,0
831,2,2013-02-19,15057,1818,1,1,0,800.0,6.0,2007.0,0,0.0,0.0,0,500-2000,2013,2,8,19,18936.0,2099.0,10191.714285714286,2007-06-01,68.0,0,0,0,0,0,0,0,0
97,6,2013-07-20,3889,402,1,0,0,8980.0,,,0,0.0,0.0,0,>5000,2013,7,29,20,7838.0,5798.0,7160.714285714285,,0.0,0,0,1,0,1,0,0,0
497,5,2014-07-25,9434,1247,1,0,0,1610.0,,,0,0.0,0.0,0,500-2000,2014,7,30,25,7351.0,8907.0,8177.285714285715,,0.0,0,0,0,0,1,0,0,0
230,6,2013-04-06,6546,918,1,0,0,6680.0,9.0,2013.0,0,0.0,0.0,0,>5000,2013,4,14,6,5902.0,9014.0,8484.42857142857,2013-09-01,0.0,0,0,1,0,1,0,0,0
237,6,2013-11-16,3617,430,1,0,0,1420.0,11.0,2007.0,0,0.0,0.0,0,500-2000,2013,11,46,16,3929.0,5021.0,4110.857142857143,2007-11-01,72.0,0,0,0,0,0,0,0,0
1002,5,2014-06-13,5166,650,1,0,0,1130.0,11.0,2008.0,0,0.0,0.0,0,500-2000,2014,6,24,13,4863.0,6569.0,6031.285714285715,2008-11-01,67.0,0,0,1,0,1,0,0,0
765,3,2013-04-17,5959,570,1,0,0,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2013,4,16,17,6493.0,7771.0,7178.857142857143,1999-05-01,167.0,0,0,0,0,1,0,0,0
925,5,2014-07-18,6702,1339,1,1,0,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",<500,2014,7,29,18,6458.0,5489.0,6716.285714285715,2007-03-01,88.0,0,1,0,0,0,0,0,0
671,1,2014-05-12,5000,612,1,0,0,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2000-5000,2014,5,20,12,6110.0,5020.0,6301.714285714285,2008-02-01,75.0,0,0,0,0,1,0,0,0
198,1,2015-02-09,1529,230,1,0,0,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",<500,2015,2,7,9,530.0,643.0,2967.1428571428573,2002-09-01,149.0,0,0,0,0,0,0,0,0
91,3,2013-10-09,5526,594,1,1,0,2410.0,,,1,35.0,2011.0,"Jan,Apr,Jul,Oct",2000-5000,2013,10,41,9,5852.0,5094.0,5222.714285714285,,0.0,0,1,0,0,0,0,0,0
1056,6,2013-02-02,3501,343,1,0,0,5350.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct",>5000,2013,2,5,2,2518.0,3338.0,2524.8571428571427,,0.0,0,0,1,0,1,0,0,0
716,4,2013-08-29,5100,409,1,1,1,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",2000-5000,2013,8,35,29,5993.0,4480.0,5540.428571428572,2008-01-01,67.0,0,0,1,0,0,0,0,0
275,3,2015-06-17,8346,725,1,1,0,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",<500,2015,6,25,17,9101.0,4821.0,6497.285714285715,2014-05-01,13.0,0,0,1,0,0,0,0,0
955,3,2013-04-03,3044,346,1,0,1,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",500-2000,2013,4,14,3,3591.0,3802.0,5392.714285714285,2009-07-01,45.0,0,0,1,0,1,0,0,0
202,3,2013-04-10,4963,427,1,1,0,5140.0,5.0,2010.0,0,0.0,0.0,0,>5000,2013,4,15,10,5239.0,4525.0,4873.0,2010-05-01,35.0,0,0,1,0,1,0,0,0
249,1,2013-03-18,5160,484,1,1,0,18010.0,9.0,2014.0,0,0.0,0.0,0,>5000,2013,3,12,18,4876.0,4511.0,4484.857142857143,2014-09-01,0.0,0,0,1,0,1,0,0,0
137,5,2013-04-19,8530,988,1,0,0,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",500-2000,2013,4,16,19,5727.0,7785.0,6713.142857142857,2015-07-01,0.0,0,0,0,0,0,0,0,0
96,6,2013-09-28,1831,203,1,0,0,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2013,9,39,28,7010.0,3547.0,5678.428571428572,2005-02-01,103.0,0,0,0,0,0,0,0,0
930,6,2014-08-02,6989,1187,1,0,0,70.0,,,0,0.0,0.0,0,<500,2014,8,31,2,8079.0,4898.0,7420.285714285715,,0.0,0,0,0,0,0,0,0,0
33,4,2015-02-19,8630,824,1,1,0,1320.0,5.0,2013.0,0,0.0,0.0,0,500-2000,2015,2,8,19,9373.0,8068.0,7996.428571428572,2013-05-01,21.0,0,0,0,0,1,0,0,0
1075,1,2013-04-08,14763,1356,1,1,0,1410.0,10.0,2013.0,0,0.0,0.0,0,500-2000,2013,4,15,8,13755.0,14679.0,12263.42857142857,2013-10-01,0.0,0,0,0,0,1,0,0,0
579,2,2014-01-21,10062,1007,1,1,0,20970.0,11.0,2012.0,0,0.0,0.0,0,>5000,2014,1,4,21,12911.0,5524.0,6905.571428571428,2012-11-01,14.0,0,1,0,0,0,0,0,0
250,3,2015-04-22,6183,540,1,0,0,3520.0,,,1,18.0,2012.0,"Feb,May,Aug,Nov",2000-5000,2015,4,17,22,6675.0,11390.0,8757.285714285714,,0.0,0,0,1,0,0,0,0,0
633,4,2013-12-05,8625,615,1,1,0,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",>5000,2013,12,49,5,8457.0,6410.0,8082.142857142857,2005-04-01,104.0,0,0,1,0,0,0,0,0
7,3,2013-09-04,7850,913,1,0,0,24000.0,4.0,2013.0,0,0.0,0.0,0,>5000,2013,9,36,4,8707.0,10861.0,9255.857142857143,2013-04-01,5.0,0,0,0,0,1,0,0,0
882,1,2015-03-16,8002,957,1,1,0,30.0,4.0,2013.0,0,0.0,0.0,0,<500,2015,3,12,16,5800.0,6488.0,5740.714285714285,2013-04-01,23.0,0,0,0,0,0,0,0,0
509,1,2013-10-21,8820,649,1,1,1,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2000-5000,2013,10,43,21,2911.0,3593.0,4113.0,2008-07-01,63.0,0,0,0,0,0,0,0,0
1007,5,2013-02-01,6284,790,1,0,0,4180.0,9.0,2012.0,0,0.0,0.0,0,2000-5000,2013,2,5,1,5402.0,6475.0,5431.0,2012-09-01,5.0,0,1,0,0,1,0,0,0
170,3,2013-09-18,3740,477,1,0,0,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",500-2000,2013,9,38,18,3633.0,5491.0,4548.857142857143,2015-05-01,0.0,0,0,0,0,0,0,0,0
787,4,2015-01-29,10474,1114,1,1,0,3210.0,6.0,2009.0,0,0.0,0.0,0,2000-5000,2015,1,5,29,11057.0,9366.0,9779.57142857143,2009-06-01,67.0,0,1,0,0,1,0,0,0
201,4,2013-03-14,4553,421,1,0,0,20260.0,,,1,18.0,2014.0,"Mar,Jun,Sept,Dec",>5000,2013,3,11,14,3441.0,4841.0,4248.428571428572,,0.0,0,0,1,0,0,0,0,0
1073,3,2013-02-06,8154,1025,1,1,0,1710.0,,,1,44.0,2012.0,"Jan,Apr,Jul,Oct",500-2000,2013,2,6,6,7374.0,5670.0,6577.714285714285,,0.0,0,0,0,0,1,0,0,0
203,2,2013-06-04,6280,795,1,1,0,490.0,11.0,2002.0,0,0.0,0.0,0,<500,2013,6,23,4,7776.0,7691.0,6721.714285714285,2002-11-01,127.0,0,1,0,0,1,0,0,0
409,2,2013-10-01,3374,437,1,0,0,840.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",500-2000,2013,10,40,1,5635.0,7089.0,5730.714285714285,,0.0,0,0,1,0,1,0,0,0
841,3,2014-01-15,2288,369,1,0,0,27650.0,8.0,2004.0,0,0.0,0.0,0,>5000,2014,1,3,15,2291.0,3418.0,2772.8571428571427,2004-08-01,113.0,0,0,0,0,0,0,0,0
674,4,2014-07-24,6915,843,1,0,1,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2000-5000,2014,7,30,24,6528.0,9092.0,7520.857142857143,2005-12-01,103.0,0,0,0,0,0,0,0,0
577,6,2013-11-02,4412,527,1,0,0,2270.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2000-5000,2013,11,44,2,5174.0,5096.0,4320.142857142857,,0.0,0,0,0,0,1,0,0,0
906,2,2014-09-09,8147,1160,1,0,0,90.0,7.0,2010.0,0,0.0,0.0,0,<500,2014,9,37,9,9631.0,15082.0,11466.714285714286,2010-07-01,50.0,0,0,0,0,0,0,0,0
620,3,2013-06-12,6185,613,1,0,0,5440.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",>5000,2013,6,24,12,5793.0,7550.0,6962.285714285715,,0.0,0,0,1,0,1,0,0,0
309,3,2014-05-14,4893,457,1,0,0,8740.0,,,1,37.0,2009.0,"Feb,May,Aug,Nov",>5000,2014,5,20,14,5746.0,8877.0,7280.285714285715,,0.0,0,0,1,0,0,0,0,0
473,6,2014-02-01,2596,358,1,0,0,50.0,,,0,0.0,0.0,0,<500,2014,2,5,1,3815.0,4039.0,3111.714285714286,,0.0,0,0,0,0,0,0,0,0
